first_name,last_name,email,password,group,education,skills
c264 first name,c264 last name,c264@email.com,password,0,['masters'],"['Nursing - Midwifery, Neo-Natal, SCN & NICU', 'Engineering - Hardware', 'Nursing - Management', 'Financial Accounting & Reporting']"
c265 first name,c265 last name,c265@email.com,password,0,['PhD'],"['Marketing Communications', 'Web Development & Production', 'Assembly & Process Work', 'Other', 'Chiropractic & Osteopathic', 'Electricians ']"
c266 first name,c266 last name,c266@email.com,password,0,['MBA'],"['Occupational Health & Safety', 'Housekeeping', 'Nursing - Aged Care ']"
c267 first name,c267 last name,c267@email.com,password,0,['PhD'],"['All Marketing & Communications ', 'Conservation, Parks & Wildlife']"
c268 first name,c268 last name,c268@email.com,password,0,['none'],['Technicians ']
c269 first name,c269 last name,c269@email.com,password,0,['masters'],"['Account & Relationship Management', 'Property Law', 'Management', 'All Sales ', 'Supervisors']"
c270 first name,c270 last name,c270@email.com,password,0,['masters'],"['All CEO & General Management', 'Other', 'Mining - Processing', 'Natural Resources & Water', 'Locksmiths', 'Management', 'Consulting & Generalist HR', 'Electricians ', 'Nursing - Aged Care ']"
c271 first name,c271 last name,c271@email.com,password,0,['apprenticeship'],"['Speech Therapy', 'Agency Account Management', 'Maintenance']"
c272 first name,c272 last name,c272@email.com,password,0,['PhD'],"['Team Leaders', 'Modelling & Simulation', 'Accounts Payable', 'Accounts Officers/Clerks', 'Process Engineering', 'Management', 'All Manufacturing, Transport & Logistics ', 'Cleaning Services', 'Architecture', 'Medical Specialists']"
c273 first name,c273 last name,c273@email.com,password,0,['tertiary'],"['Banking - Retail/Branch', 'Nursing - Management', 'Account & Relationship Management', 'Nursing - General Medical & Surgical', 'Pharmaceuticals & Medical Devices']"
c274 first name,c274 last name,c274@email.com,password,0,['none'],"['Pharmacy', 'Aviation Services', 'Engineering - Network']"
c275 first name,c275 last name,c275@email.com,password,0,['tertiary'],"['Nursing - Paediatric & PICU', 'Library Services & Information Management', 'Records Management & Document Control', 'Banking - Business', 'Programme & Project Management', 'Product Management & Development', ""Workers' Compensation"", 'Purchasing, Procurement & Inventory', 'Recruitment - Agency']"
c276 first name,c276 last name,c276@email.com,password,0,['none'],"['Other', 'PA, EA & Secretarial', 'Nursing - General Medical & Surgical', 'Government - Federal ', 'All Real Estate & Property ', 'Risk Consulting', 'Emergency Services', 'Interior Design', 'Other', 'Project Management']"
c277 first name,c277 last name,c277@email.com,password,0,['secondary'],"['Computer Operators', 'Industrial Engineering', 'Pathology', 'Butchers', 'Brand Management']"
c278 first name,c278 last name,c278@email.com,password,0,['tertiary'],"['Management ', 'Graphic Design', 'Pharmacy', 'Electricians ', 'Government - Local ', 'Carpentry & Cabinet Making ', 'Legal Practice Management', 'Building Trades']"
c279 first name,c279 last name,c279@email.com,password,0,['masters'],"['Project Management', 'All Human Resources & Recruitment ', 'Media Strategy, Planning & Buying', 'Consultants', 'Planning & Scheduling', 'Bakers & Pastry Chefs']"
c280 first name,c280 last name,c280@email.com,password,0,['PhD'],"['Other', 'Medical Specialists', 'All CEO & General Management']"
c281 first name,c281 last name,c281@email.com,password,0,['tertiary'],"['Buying', 'Construction Law']"
c282 first name,c282 last name,c282@email.com,password,0,['none'],"['Cleaning Services', 'Oil & Gas - Operations', 'Landscape Architecture', 'General Practitioners']"
c283 first name,c283 last name,c283@email.com,password,0,['MBA'],"['Accounts Payable', 'Surveying', 'Oil & Gas - Operations', 'Assembly & Process Work', 'Mining - Processing']"
c284 first name,c284 last name,c284@email.com,password,0,['secondary'],"['Contracts Management', 'All Retail & Consumer Products ', 'Other', 'Direct Marketing & CRM', 'Mortgages', 'Air Force', 'Analysis & Reporting']"
c285 first name,c285 last name,c285@email.com,password,0,['apprenticeship'],"['Other', 'Engineering - Network', 'Pattern Makers & Garment Technicians', 'Other', 'Other', 'Technicians ', 'Environment & Sustainability Consulting']"
c286 first name,c286 last name,c286@email.com,password,0,['tertiary'],"['Hair & Beauty Services ', 'All Science & Technology', 'Contracts Administration', 'Receptionists', 'Ambulance/Paramedics', 'Chemical Engineering', 'Legal Practice Management', 'Library Services & Information Management']"
c287 first name,c287 last name,c287@email.com,password,0,['apprenticeship'],"['Inventory & Fixed Assets', 'Occupational Health & Safety', 'Web Development & Production', 'Industrial Design', 'Sales Coordinators']"
c288 first name,c288 last name,c288@email.com,password,0,['apprenticeship'],"['Pattern Makers & Garment Technicians', 'Foreperson/Supervisors', 'Other', 'Other', 'Legal Practice Management', 'Corporate Development', 'Food Technology & Safety', 'Medical Imaging']"
c289 first name,c289 last name,c289@email.com,password,0,['PhD'],"['Floristry', 'Other', 'Consulting & Strategy']"
c290 first name,c290 last name,c290@email.com,password,0,['masters'],"['Brokerage', 'Compliance & Risk', 'Pickers & Packers', 'Natural Therapies & Alternative Medicine', 'Government - Local ', 'Forensic Accounting & Investigation', 'Automotive Trades ', 'Analysis & Reporting', 'Team Leaders', 'Event Management']"
c291 first name,c291 last name,c291@email.com,password,0,['masters'],['Accounts Officers/Clerks']
c292 first name,c292 last name,c292@email.com,password,0,['tertiary'],"['Other', 'Other', 'Digital & Search Marketing', 'Teaching - Tertiary', 'Illustration & Animation', 'Collections', 'Pharmaceuticals & Medical Devices', 'Promotions', 'Other']"
c293 first name,c293 last name,c293@email.com,password,0,['MBA'],"[""Workers' Compensation"", 'Fund Administration', 'Body Corporate & Facilities Management', 'Retail Assistants ', 'All Manufacturing, Transport & Logistics ', 'Fleet Management', 'Oil & Gas - Production & Refinement']"
c294 first name,c294 last name,c294@email.com,password,0,['apprenticeship'],"['Event Management', 'Chemistry & Physics', 'Risk Consulting', 'All Marketing & Communications ', 'Carpentry & Cabinet Making ', 'Retail Assistants ', 'Audit - Internal']"
c295 first name,c295 last name,c295@email.com,password,0,['apprenticeship'],"['Accounts Payable', 'Management', 'Management', 'Industrial Engineering', 'Conservation, Parks & Wildlife', 'Cleaning Services', 'Production, Planning & Scheduling', ""Workers' Compensation""]"
c296 first name,c296 last name,c296@email.com,password,0,['PhD'],"['Nursing - Paediatric & PICU', 'Research & Fellowships', 'Nursing - Midwifery, Neo-Natal, SCN & NICU', 'Materials Sciences', 'Waiting Staff', 'Teaching - Primary', 'Settlements', 'Nursing - Theatre & Recovery']"
c297 first name,c297 last name,c297@email.com,password,0,['apprenticeship'],"['Engineering - Network', 'Marketing Communications', 'Oil & Gas - Exploration & Geoscience', 'Management & Change Consulting', 'Other', 'Other']"
c298 first name,c298 last name,c298@email.com,password,0,['apprenticeship'],"['Farm Management', 'Government - Local ', 'Media Strategy, Planning & Buying', 'Banking - Retail/Branch', 'Sales Coordinators', 'Client & Sales Administration', 'Settlements', 'Account & Relationship Management', 'All Human Resources & Recruitment ', 'Reservations']"
c299 first name,c299 last name,c299@email.com,password,0,['apprenticeship'],"['Family Law', 'Health, Safety & Environment', 'Residential Sales', 'Brand Management', 'New Business Development']"
c300 first name,c300 last name,c300@email.com,password,0,['tertiary'],"['Management - Department/Assistant', 'General/Business Unit Manager', 'Employment Services', 'Intellectual Property Law', 'Other', 'Testing & Quality Assurance', 'Veterinary Services & Animal Welfare', 'Mining - Exploration & Geoscience', 'Family Law', 'Client & Sales Administration']"
c301 first name,c301 last name,c301@email.com,password,0,['masters'],"['Agency Account Management', 'All Banking & Financial Services ', 'Front Office & Guest Services', 'Generalists - Law Firm', 'Security']"
c302 first name,c302 last name,c302@email.com,password,0,['PhD'],"['Fitness & Personal Training', 'Buying', 'Audit - External']"
c303 first name,c303 last name,c303@email.com,password,0,['secondary'],"['Inventory & Fixed Assets', 'Childcare & Outside School Hours Care ']"
c304 first name,c304 last name,c304@email.com,password,0,['secondary'],['Bakers & Pastry Chefs']
c305 first name,c305 last name,c305@email.com,password,0,['masters'],"['Optical', 'Surveying', 'Nursing - Educators & Facilitators', 'Testing & Quality Assurance', 'Management & Change Consulting', 'Architects']"
c306 first name,c306 last name,c306@email.com,password,0,['none'],"['Banking - Corporate & Institutional', 'Customer Service - Customer Facing', 'Residents & Registrars', 'Management', 'Estimating']"
c307 first name,c307 last name,c307@email.com,password,0,['MBA'],"['Funds Management', 'Nursing - General Medical & Surgical', 'Travel Agents/Consultants']"
c308 first name,c308 last name,c308@email.com,password,0,['none'],"['Family Law', 'Taxation', 'Technicians ', 'Accounts Officers/Clerks', 'Retail Assistants ', 'Government - State ', 'Planning', 'CEO', 'Housing & Homelessness Services', 'Management - Area/Multi-site']"
c309 first name,c309 last name,c309@email.com,password,0,['MBA'],"['Nursing - Community, Maternal & Child Health']"
c310 first name,c310 last name,c310@email.com,password,0,['MBA'],"['Import/Export & Customs', 'Generalists - Law Firm', 'Legal Secretaries', 'Student Services', 'Residents & Registrars', 'Marketing Communications', 'Risk Consulting', 'All Advertising, Arts & Media', 'Programming & Production']"
c311 first name,c311 last name,c311@email.com,password,0,['none'],"['All Self Employment', 'Reservations', 'Maintenance', 'Policy, Planning & Regulation', 'All Accounting ', 'Teaching - Vocational', 'Other', 'Medical Specialists', 'Natural Therapies & Alternative Medicine']"
c312 first name,c312 last name,c312@email.com,password,0,['PhD'],"['Media Strategy, Planning & Buying', 'Financial Managers & Controllers', 'Data Entry & Word Processing', 'Coaching & Instruction']"
c313 first name,c313 last name,c313@email.com,password,0,['MBA'],"['Assembly & Process Work', 'Agency Account Management', 'CEO', 'Carpentry & Cabinet Making ', 'Tax Law', 'Nursing - Educators & Facilitators', 'Analysis & Reporting', 'Hair & Beauty Services ']"
c314 first name,c314 last name,c314@email.com,password,0,['tertiary'],"['Fashion & Textile Design', 'Team Leaders', 'Quality Assurance & Control', 'Systems Engineering', 'Management']"
c315 first name,c315 last name,c315@email.com,password,0,['tertiary'],"['Chiropractic & Osteopathic', 'Management - Area/Multi-site', 'Gaming', 'Planning']"
c316 first name,c316 last name,c316@email.com,password,0,['none'],"['Company Secretaries', 'Nursing - Aged Care ', 'Litigation & Dispute Resolution', 'Nursing - Management', 'Fashion & Textile Design']"
c317 first name,c317 last name,c317@email.com,password,0,['tertiary'],"['Claims', 'Law Clerks & Paralegals', 'Agency Account Management', 'Waiting Staff', 'Contracts Administration', 'Fleet Management']"
c318 first name,c318 last name,c318@email.com,password,0,['tertiary'],"['Residential Leasing & Property Management', 'Other', 'Management', ""Workers' Compensation"", 'Pathology', 'Architecture']"
c319 first name,c319 last name,c319@email.com,password,0,['tertiary'],"['Banking - Business', 'CEO']"
c320 first name,c320 last name,c320@email.com,password,0,['none'],"['Trade Marketing', 'All Sport & Recreation', 'Oil & Gas - Engineering & Maintenance', 'Financial Accounting & Reporting', 'Medical Imaging', 'Health, Safety & Environment']"
c321 first name,c321 last name,c321@email.com,password,0,['MBA'],"['Chemistry & Physics', 'Mining - Operations', 'Computer Operators', 'Labourers ', 'Management - Area/Multi-site', 'Administration', 'Management & Change Consulting']"
c322 first name,c322 last name,c322@email.com,password,0,['masters'],"['Audit - External', 'Chemical Engineering', 'Clinical/Medical Research', 'Water & Waste Engineering', 'Environmental, Earth & Geosciences']"
c323 first name,c323 last name,c323@email.com,password,0,['MBA'],"['Engineering - Software', 'Plant & Machinery Operators ', 'Government - State ']"
c324 first name,c324 last name,c324@email.com,password,0,['none'],"['Ambulance/Paramedics', 'Fitness & Personal Training', 'Management - Vocational', 'Generalists - In-house', 'Banking - Retail/Branch', 'Civil/Structural Engineering', 'Plant & Machinery Operators ', 'All Insurance & Superannuation']"
c325 first name,c325 last name,c325@email.com,password,0,['tertiary'],"['Surveying', 'Other', 'Analysis & Reporting', 'Bakers & Pastry Chefs', 'Environment & Sustainability Consulting', 'All Community Services & Development ', 'Conservation, Parks & Wildlife', 'Environmental Services', 'Oil & Gas - Drilling', 'Coaching & Instruction']"
c326 first name,c326 last name,c326@email.com,password,0,['MBA'],"['Office Management', 'Floristry', 'Project Engineering', 'Nursing - Midwifery, Neo-Natal, SCN & NICU', 'Foreperson/Supervisors', 'Dental ', 'Fleet Management', 'Teaching - Primary', 'Butchers', 'Financial Accounting & Reporting']"
c327 first name,c327 last name,c327@email.com,password,0,['MBA'],"['All Information & Communication Technology ', 'Buying', 'Water & Waste Engineering', 'Consultants', 'Aged & Disability Support ', 'Residential Sales', 'Management']"
c328 first name,c328 last name,c328@email.com,password,0,['none'],"['All Manufacturing, Transport & Logistics ', 'Management', 'Intellectual Property Law', 'Planning', 'Media Strategy, Planning & Buying', 'Natural Therapies & Alternative Medicine', 'Water & Waste Engineering', 'Nursing - Educators & Facilitators']"
c329 first name,c329 last name,c329@email.com,password,0,['none'],"['Client Services', 'Recruitment - Internal', 'Database Development & Administration', 'Student Services', 'New Business Development', 'Nursing - Psych, Forensic & Correctional Health']"
c330 first name,c330 last name,c330@email.com,password,0,['none'],"['Programme & Project Management', 'All Legal ', 'Mining - Processing', 'Waiting Staff', 'Recruitment - Agency']"
c331 first name,c331 last name,c331@email.com,password,0,['apprenticeship'],"['Biotechnology & Genetics', 'Journalism & Writing']"
c332 first name,c332 last name,c332@email.com,password,0,['apprenticeship'],"['Internal Communications', 'Bakers & Pastry Chefs', 'Maintenance', 'Actuarial', 'Conservation, Parks & Wildlife', 'Policy', 'Industrial Relations & Employment Law', 'Computer Operators', 'Management', 'Legal Secretaries']"
c333 first name,c333 last name,c333@email.com,password,0,['MBA'],"['Pharmacy', 'Aerospace Engineering', 'Chiropractic & Osteopathic', 'Payroll']"
c334 first name,c334 last name,c334@email.com,password,0,['MBA'],['Government - Local ']
c335 first name,c335 last name,c335@email.com,password,0,['none'],"['Accounts Receivable/Credit Control', 'Nursing - Management', 'Other', 'Mining - Engineering & Maintenance ', 'Labourers ', 'Teaching - Primary']"
c336 first name,c336 last name,c336@email.com,password,0,['tertiary'],"['Industrial Design', 'Marketing Communications', 'Other', 'All Design & Architecture', 'Digital & Search Marketing']"
c337 first name,c337 last name,c337@email.com,password,0,['PhD'],"['Workplace Training & Assessment', 'Management & Support', 'Analysis & Reporting', 'Tax Law', 'Speech Therapy', 'Underwriting']"
c338 first name,c338 last name,c338@email.com,password,0,['masters'],"['Cost Accounting', 'Accounts Receivable/Credit Control', 'Other', 'Carpentry & Cabinet Making ', 'Trade Marketing', 'Bakers & Pastry Chefs', 'Quality Assurance & Control', 'Hair & Beauty Services ', 'Nursing - Community, Maternal & Child Health', 'Navy']"
c339 first name,c339 last name,c339@email.com,password,0,['masters'],"['Pathology', 'Airlines', 'Nursing - Midwifery, Neo-Natal, SCN & NICU', 'Financial Accounting & Reporting']"
c340 first name,c340 last name,c340@email.com,password,0,['masters'],"['Residential Sales', 'Testing & Quality Assurance', 'Aerospace Engineering', 'Property Law', 'Funds Management', 'Indigenous & Multicultural Services', 'Programming & Production', 'Performing Arts', 'Policy']"
c341 first name,c341 last name,c341@email.com,password,0,['apprenticeship'],"['Management & Change Consulting', 'Quality Assurance & Control', 'Management', 'Emergency Services', 'Litigation & Dispute Resolution', 'Database Development & Administration', 'Art Direction']"
c342 first name,c342 last name,c342@email.com,password,0,['tertiary'],"['Power Generation & Distribution', 'Tour Guides', 'Winery & Viticulture']"
c343 first name,c343 last name,c343@email.com,password,0,['apprenticeship'],"['Company Secretaries', 'Reservations', 'Physiotherapy, OT & Rehabilitation ', 'Air Force', 'Aerospace Engineering', 'Community Services & Development', 'All Information & Communication Technology ', 'Quality Assurance & Control', 'Modelling & Simulation', 'Natural Therapies & Alternative Medicine']"
c344 first name,c344 last name,c344@email.com,password,0,['masters'],"['Oil & Gas - Engineering & Maintenance', 'Nannies & Babysitters', 'Client Services']"
c345 first name,c345 last name,c345@email.com,password,0,['MBA'],"['Optical', 'Aged & Disability Support ', 'Sales Representatives/Consultants ']"
c346 first name,c346 last name,c346@email.com,password,0,['PhD'],"['Teaching - Early Childhood', 'Waiting Staff', 'Residential Sales', 'Emergency Services', 'Dieticians', 'General Practitioners', 'All Accounting ', 'Direct Marketing & CRM', 'Other', 'Mining - Exploration & Geoscience']"
c347 first name,c347 last name,c347@email.com,password,0,['tertiary'],"['All Manufacturing, Transport & Logistics ', 'All Mining, Resources & Energy ', 'Settlements']"
c348 first name,c348 last name,c348@email.com,password,0,['apprenticeship'],"['All Science & Technology', 'Project Management', 'All Advertising, Arts & Media', 'Sales - Outbound', 'Management']"
c349 first name,c349 last name,c349@email.com,password,0,['PhD'],"['Management', 'Physiotherapy, OT & Rehabilitation ', 'Systems Accounting & IT Audit', 'Analysis & Reporting', 'Management', 'Financial Managers & Controllers', 'Maintenance', 'Field Engineering', 'All Information & Communication Technology ', 'Oil & Gas - Drilling']"
c350 first name,c350 last name,c350@email.com,password,0,['PhD'],"['Purchasing, Procurement & Inventory', 'Electricians ', 'Management - Agency']"
c351 first name,c351 last name,c351@email.com,password,0,['PhD'],"['Agronomy & Farm Services', 'Taxation', 'General/Business Unit Manager', 'All Manufacturing, Transport & Logistics ', 'Credit', 'Purchasing, Procurement & Inventory', 'Body Corporate & Facilities Management', 'Fishing & Aquaculture']"
c352 first name,c352 last name,c352@email.com,password,0,['secondary'],"['Conservation, Parks & Wildlife', 'Building Trades', 'All CEO & General Management', 'Medical Specialists', 'Programme & Project Management', 'Nursing - Management']"
c353 first name,c353 last name,c353@email.com,password,0,['tertiary'],"['Management', 'Law Clerks & Paralegals', 'Management', 'Chiropractic & Osteopathic']"
c354 first name,c354 last name,c354@email.com,password,0,['none'],"['Direct Marketing & CRM', 'Account & Relationship Management', 'Retail & Property Development', 'Other', 'Editing & Publishing', 'Team Leaders/Supervisors', 'Bakers & Pastry Chefs', 'Management - Internal']"
c355 first name,c355 last name,c355@email.com,password,0,['tertiary'],"['Environment & Sustainability Consulting', 'Couriers, Drivers & Postal Services', 'Government - Federal ', 'Housekeeping', 'Child Welfare, Youth & Family Services ', 'All Human Resources & Recruitment ', 'Mining - Operations', 'Landscape Architecture', 'Mining - Engineering & Maintenance ', 'Accounts Receivable/Credit Control']"
c356 first name,c356 last name,c356@email.com,password,0,['apprenticeship'],"['Teaching - Tertiary', 'Nursing - Management', 'Community Development', 'Programme & Project Management', 'Volunteer Coordination & Support', 'New Business Development', 'Testing & Quality Assurance']"
c357 first name,c357 last name,c357@email.com,password,0,['none'],"['Other', 'Mining - Drill & Blast', 'Indigenous & Multicultural Services', 'All Sales ', 'Assessment', 'Urban Design & Planning', 'Pharmacy']"
c358 first name,c358 last name,c358@email.com,password,0,['none'],"['Agronomy & Farm Services', 'Tax Law', 'Banking - Retail/Branch', 'Mining - Engineering & Maintenance ', 'Winery & Viticulture', 'Architectural Drafting', 'Couriers, Drivers & Postal Services']"
c359 first name,c359 last name,c359@email.com,password,0,['secondary'],"['Fashion & Textile Design', 'Legal Practice Management', 'Other', 'All Human Resources & Recruitment ', 'Nursing - Psych, Forensic & Correctional Health', 'Other', 'Labourers ', 'Management ']"
c360 first name,c360 last name,c360@email.com,password,0,['MBA'],"['Commercial Sales, Leasing & Property Mgmt', 'Strategy & Planning']"
c361 first name,c361 last name,c361@email.com,password,0,['none'],"['Training & Development', 'Generalists - Law Firm', 'Chiropractic & Osteopathic', 'Policy', 'Speech Therapy', 'Law Clerks & Paralegals', 'Architects']"
c362 first name,c362 last name,c362@email.com,password,0,['tertiary'],['Carpentry & Cabinet Making ']
c363 first name,c363 last name,c363@email.com,password,0,['apprenticeship'],"['Buying', 'COO & MD', 'Occupational Health & Safety', 'Law Clerks & Paralegals', 'Brand Management']"
c364 first name,c364 last name,c364@email.com,password,0,['masters'],"['Fundraising', 'Digital & Search Marketing', 'Other', 'All Design & Architecture', 'General Practitioners', 'Landscape Architecture', 'All Trades & Services ']"
c365 first name,c365 last name,c365@email.com,password,0,['apprenticeship'],"['Mining - Drill & Blast', 'Generalists - Law Firm', 'Government - State ', 'Power Generation & Distribution', 'Oil & Gas - Drilling', 'Urban Design & Planning', 'Management', 'Production, Planning & Scheduling', 'All Self Employment']"
c366 first name,c366 last name,c366@email.com,password,0,['MBA'],"['Compliance & Risk', 'Laboratory & Technical Services', 'Strategy & Planning', 'Fishing & Aquaculture', 'Printing & Publishing Services', 'Sales - Inbound', 'Library Services & Information Management', 'Accounts Officers/Clerks']"
c367 first name,c367 last name,c367@email.com,password,0,['PhD'],"['Architectural Drafting', 'Systems Engineering', 'All Consulting & Strategy', 'Other', 'Web & Interaction Design', 'Business Services & Corporate Advisory', 'Other', 'Market Research & Analysis', 'Hair & Beauty Services ']"
c368 first name,c368 last name,c368@email.com,password,0,['apprenticeship'],['Tax Law']
c369 first name,c369 last name,c369@email.com,password,0,['masters'],"['Other', 'Other', 'Conservation, Parks & Wildlife', 'Team Leaders/Supervisors']"
c370 first name,c370 last name,c370@email.com,password,0,['tertiary'],"['Purchasing, Procurement & Inventory', 'Other', 'Retail & Property Development']"
c371 first name,c371 last name,c371@email.com,password,0,['masters'],"['Management - Schools', 'Locksmiths', 'Management - Area/Multi-site', 'Urban Design & Planning', 'All Construction ', 'Credit', 'Programme & Project Management']"
c372 first name,c372 last name,c372@email.com,password,0,['apprenticeship'],"['Engineering Drafting', 'Modelling & Simulation']"
c373 first name,c373 last name,c373@email.com,password,0,['none'],"['Actuarial', 'Buying', 'Banking - Retail/Branch', 'Analysis & Reporting', 'Aerospace Engineering', 'Rail & Maritime Transport', 'Technical Writing', 'Housing & Homelessness Services', 'Oil & Gas - Drilling', 'Tax Law']"
c374 first name,c374 last name,c374@email.com,password,0,['tertiary'],"['Kitchen & Sandwich Hands', 'All Education & Training ']"
c375 first name,c375 last name,c375@email.com,password,0,['secondary'],"['Management Accounting & Budgeting', 'Other', 'Client Services', 'Pattern Makers & Garment Technicians']"
c376 first name,c376 last name,c376@email.com,password,0,['MBA'],"['Pharmacy', 'Management Accounting & Budgeting', 'Agency Account Management', 'Plant & Machinery Operators ', 'All Engineering ', 'Cost Accounting', 'Other', 'Waiting Staff', 'Fleet Management']"
c377 first name,c377 last name,c377@email.com,password,0,['masters'],"['Teaching Aides & Special Needs', 'Assembly & Process Work', 'Intellectual Property Law', 'Airlines', 'Credit', 'Analysis & Reporting', 'All Insurance & Superannuation', 'Air Force']"
c378 first name,c378 last name,c378@email.com,password,0,['none'],"['Nursing - Management', 'Teaching - Primary', 'Art Direction', 'Teaching Aides & Special Needs', 'PA, EA & Secretarial', 'Army', 'Project Engineering', 'Optical', 'Management', 'Funds Management']"
c379 first name,c379 last name,c379@email.com,password,0,['none'],"['Computer Operators', 'Analysts', 'Physiotherapy, OT & Rehabilitation ', 'Personal Injury Law', 'Mining - Processing', 'Other', 'Agronomy & Farm Services', 'Administrative Assistants ']"
c380 first name,c380 last name,c380@email.com,password,0,['tertiary'],"['Civil/Structural Engineering', 'Office Management', 'Management', 'Board Appointments', 'Other', 'Strategy & Planning', 'Database Development & Administration', 'Natural Therapies & Alternative Medicine', 'Management']"
c381 first name,c381 last name,c381@email.com,password,0,['MBA'],"['Training & Development', 'Army', 'Customer Service - Customer Facing', 'Automotive Trades ', 'Bar & Beverage Staff', 'Police & Corrections', 'Winery & Viticulture', 'Credit', 'Other', 'Analysis & Reporting']"
c382 first name,c382 last name,c382@email.com,password,0,['tertiary'],"['Aerospace Engineering', 'Legal Secretaries', 'Nursing - Educators & Facilitators', 'Banking - Business', 'Mining - Exploration & Geoscience', 'Administration', 'CEO']"
c383 first name,c383 last name,c383@email.com,password,0,['none'],"['Pattern Makers & Garment Technicians', 'Modelling & Simulation', 'Supervisors']"
c384 first name,c384 last name,c384@email.com,password,0,['apprenticeship'],"['Personal Injury Law', 'Audit - Internal', 'Environmental Engineering', 'Tax Law']"
c385 first name,c385 last name,c385@email.com,password,0,['masters'],"['Bar & Beverage Staff', 'Travel Agents/Consultants']"
c386 first name,c386 last name,c386@email.com,password,0,['PhD'],['Risk Consulting']
c387 first name,c387 last name,c387@email.com,password,0,['secondary'],"['Chemistry & Physics', 'Business Services & Corporate Advisory', 'Optical', 'Financial Planning', 'Landscape Architecture']"
c388 first name,c388 last name,c388@email.com,password,0,['PhD'],"[""Workers' Compensation"", 'All Engineering ', 'Student Services', 'Childcare & Outside School Hours Care ', 'Gaming', 'Engineering - Software', 'All Retail & Consumer Products ', 'Management - Area/Multi-site', 'Air Conditioning & Refrigeration']"
c389 first name,c389 last name,c389@email.com,password,0,['none'],['Painters & Sign Writers']
c390 first name,c390 last name,c390@email.com,password,0,['tertiary'],"['Financial Managers & Controllers', 'Plant & Machinery Operators ', 'Marketing Assistants/Coordinators', 'Other', 'Project Management']"
c391 first name,c391 last name,c391@email.com,password,0,['PhD'],"['Brokerage', 'Other', 'Teaching - Secondary', 'Tour Guides']"
c392 first name,c392 last name,c392@email.com,password,0,['none'],"['Volunteer Coordination & Support', 'Data Entry & Word Processing', 'Analysis & Reporting', 'Welders & Boilermakers ', 'Fashion & Textile Design', 'Architectural Drafting', 'All Real Estate & Property ', 'Illustration & Animation']"
c393 first name,c393 last name,c393@email.com,password,0,['PhD'],"['Cleaning Services', 'Navy', 'Assembly & Process Work', 'Government - Local ', 'Nursing - Paediatric & PICU']"
c394 first name,c394 last name,c394@email.com,password,0,['PhD'],"['General/Business Unit Manager', 'Other', 'Bar & Beverage Staff', 'Chiropractic & Osteopathic', 'Child Welfare, Youth & Family Services ', 'Biological & Biomedical Sciences', 'Training & Development', 'Contracts Administration', 'Team Leaders/Supervisors', 'Merchandisers']"
c395 first name,c395 last name,c395@email.com,password,0,['secondary'],"['Teaching - Tertiary', 'Housing & Homelessness Services']"
c396 first name,c396 last name,c396@email.com,password,0,['PhD'],"['Nursing - Midwifery, Neo-Natal, SCN & NICU', 'Ambulance/Paramedics']"
c397 first name,c397 last name,c397@email.com,password,0,['none'],"['Management', 'Air Force']"
c398 first name,c398 last name,c398@email.com,password,0,['PhD'],"['Business/Systems Analysts', 'Library Services & Information Management', 'Other', 'Other', 'Student Services', 'Carpentry & Cabinet Making ', 'Pharmaceuticals & Medical Devices', 'Production, Planning & Scheduling']"
c399 first name,c399 last name,c399@email.com,password,0,['secondary'],"['Urban Design & Planning', 'Training & Development', 'Customer Service - Customer Facing', 'All Self Employment', 'Team Leaders/Supervisors', 'Systems Accounting & IT Audit', 'All Advertising, Arts & Media', 'Surveying']"
c400 first name,c400 last name,c400@email.com,password,0,['secondary'],"['Travel Agents/Consultants', 'Welders & Boilermakers ', 'Actuarial', 'Management', 'Childcare & Outside School Hours Care ', 'Funds Management', 'Analysts']"
c401 first name,c401 last name,c401@email.com,password,0,['none'],"['Nursing - Midwifery, Neo-Natal, SCN & NICU', 'Research & Fellowships', 'Other']"
c402 first name,c402 last name,c402@email.com,password,0,['PhD'],"['Residents & Registrars', 'Nursing - Aged Care ', 'Reservations', 'Winery & Viticulture', 'Quality Assurance & Control', 'Floristry', 'Fishing & Aquaculture', 'Collections']"
c403 first name,c403 last name,c403@email.com,password,0,['secondary'],"['Farm Labour', 'Tailors & Dressmakers', 'Chemistry & Physics', 'Supervisors', 'Nursing - Psych, Forensic & Correctional Health', 'Other', 'Other', 'Coaching & Instruction', 'Generalists - In-house']"
c404 first name,c404 last name,c404@email.com,password,0,['PhD'],"['Collections', 'Management']"
c405 first name,c405 last name,c405@email.com,password,0,['apprenticeship'],['CEO']
c406 first name,c406 last name,c406@email.com,password,0,['PhD'],"['Road Transport ', 'All Administration & Office Support ', 'Management']"
c407 first name,c407 last name,c407@email.com,password,0,['secondary'],['Art Direction']
c408 first name,c408 last name,c408@email.com,password,0,['none'],"['Travel Agents/Consultants', 'Nursing - Paediatric & PICU', 'Nannies & Babysitters', 'Other', 'Editing & Publishing', 'Locksmiths', 'Audit - Internal', 'Litigation & Dispute Resolution', 'Trade Marketing', 'Freight/Cargo Forwarding']"
c409 first name,c409 last name,c409@email.com,password,0,['secondary'],['Airlines']
c410 first name,c410 last name,c410@email.com,password,0,['tertiary'],['Labourers ']
