first_name,last_name,email,password,education,latitude,longitude,skills,description
c168 first name,c168 last name,c168@email.com,password,masters,-33.92212632538652,151.45399583547714,['Farm Management'],To work in a challenging environment with an organization that provides excellent work culture and offers professional growth
c169 first name,c169 last name,c169@email.com,password,postgraduate,-33.80180045769741,151.29409707535964,"['Army', 'Management', 'Records Management & Document Control', 'Analysts', 'Management & Support', 'Strategy & Planning', 'All Design & Architecture']",To work in a challenging atmosphere by exhibiting my skills with utmost sincerity and dedicated smart work for the growth of your esteemed organization along with mine
c170 first name,c170 last name,c170@email.com,password,tertiary,-33.77765954789956,151.46832389029242,"['Building Trades', 'Management', 'Banking & Finance Law', 'Waiting Staff', 'Consulting & Generalist HR', 'Ambulance/Paramedics', 'Management', 'Dieticians', 'Audit - Internal', 'Police & Corrections']",To join an organization to enhance my personal skills and knowledge as also to work for the betterment of the firm
c171 first name,c171 last name,c171@email.com,password,masters,-33.812973716798545,151.372051543191,"['All Accounting ', 'Intellectual Property Law']","To work as an efficient employee, giving optimum output in achieving the goal of the Organization towards success, by contributing knowledge and professional work attitude"
c172 first name,c172 last name,c172@email.com,password,PhD,-33.81010723421546,151.5198826233084,"['Airlines', 'Oil & Gas - Production & Refinement']",To work at the responsible position of ISO Auditor and support the organization in meeting their quality standard goals by checking and maintaining compliance of the manufactured products with ISO standards
c173 first name,c173 last name,c173@email.com,password,postgraduate,-33.89284514837022,151.52551610424052,"['Illustration & Animation', 'Chemistry & Physics', 'Bookkeeping & Small Practice Accounting', 'Marketing Communications']","To work in a firm with a professional work driven environment where I can utilize and apply my knowledge, skills which would enable me as a fresh graduate to grow while fulfilling organizational goals"
c174 first name,c174 last name,c174@email.com,password,postgraduate,-33.72957433405515,151.05786471383243,"['Chemical Engineering', 'Settlements', 'Management', 'Air Force', 'Merchandisers', 'Assembly & Process Work']",To percive career in renowned firm with dedicated efforts and to associate myself with an organization that gives me a chance to update my knowledge
c175 first name,c175 last name,c175@email.com,password,PhD,-33.74545306541257,151.08918365587377,"['All Insurance & Superannuation', 'Couriers, Drivers & Postal Services', 'All Government & Defence ', 'Consulting & Generalist HR', 'Agency Account Management', 'Strategy & Planning', 'Management - Schools', 'All Human Resources & Recruitment ', 'Other', 'Rail & Maritime Transport']",To secure a challenging position in your organization where I can enhance my technical and management skills and contribute to the growth of your organization
c176 first name,c176 last name,c176@email.com,password,secondary,-33.853081379561125,151.41459155297446,"['Financial Planning', 'Engineering Drafting', 'Other', 'Government - Federal ', 'Speech Therapy', 'Planning & Scheduling']",To secure a position where I can efficiently contribute my skills and abilities for the growth of the organization and build my professional career
c177 first name,c177 last name,c177@email.com,password,none,-33.635035110799606,151.34456132339545,['Landscape Architecture'],To be a Successful Web Developer in respected company and to achieve and the objectives of the company with honesty and fairness and to continuously upgrade my knowledge and skills
c178 first name,c178 last name,c178@email.com,password,none,-33.81851761473911,151.50518606536482,"['Nannies & Babysitters', 'Management - Store ', 'Other', 'Other', 'Government - Local ', 'Web Development & Production']",To seek a challenging career in an organization that provides opportunity to use my skills innovatively and learn new technologies to help me grow along with the company
c179 first name,c179 last name,c179@email.com,password,secondary,-34.016075088958466,151.35649918588555,['Testing & Quality Assurance'],To be part of an organization where I can contribute and progress
c180 first name,c180 last name,c180@email.com,password,postgraduate,-33.60527619844884,151.20438399291692,"['Accounts Officers/Clerks', 'Printing & Publishing Services']","To utilize my knowledge and ability, to take responsibility and to contribute my maximum effort in achieving the goal of an organization"
c181 first name,c181 last name,c181@email.com,password,masters,-33.948747320252764,151.16411432842443,"['Office Management', 'Medical Administration', 'Road Transport ', 'Management']",To work in an organization that is passionate about its people and values their hard work
c182 first name,c182 last name,c182@email.com,password,none,-33.6875558457681,150.97150683827343,"['Assistant Accountants', 'Mining - Drill & Blast', 'Aviation Services', 'Technical Writing', 'Water & Waste Engineering']",To work for a company which will give me the opportunity to show my best skill and where I can enhance my knowledge and professional growth
c183 first name,c183 last name,c183@email.com,password,postgraduate,-33.74694459635681,151.50874620884713,"['All Education & Training ', 'Claims', 'Modelling & Simulation', 'Occupational Health & Safety', 'Tax Law', 'Housing & Homelessness Services', 'Building Services Engineering', 'Airlines', 'Audit - Internal']","To continuously enhance my knowledge, skills and experience by getting involved in challenging work environment and utilize them for personal and organizational growth to the best of my ability"
c184 first name,c184 last name,c184@email.com,password,masters,-33.79057279609274,151.38768011398756,"['Analysis & Reporting', 'Other', 'Bookkeeping & Small Practice Accounting', 'Commercial Sales, Leasing & Property Mgmt', 'Management - Internal', 'Automotive Engineering', 'Chemistry & Physics']",To work with a company which appreciates innovation so that I can enhance my knowledge and skills to give my best for the growth of the company
c185 first name,c185 last name,c185@email.com,password,PhD,-33.89393410901602,150.99903276179555,"['Customer Service - Customer Facing', 'Natural Resources & Water', 'Analysts']",To make positive contribution as part of your dynamic and well reputed organization at the position where my abilities and technical skills would be appreciated and enhanced
c186 first name,c186 last name,c186@email.com,password,postgraduate,-34.043792830816116,150.9802615161605,"['All Consulting & Strategy', 'Psychology, Counselling & Social Work ', 'All Legal ', 'Fleet Management', 'Environment & Planning Law', 'Contracts Management', 'Analysts', 'Management - Universities', 'All Construction ']",To enhance my potential for the growth of organization through continuous learning and teamwork
c187 first name,c187 last name,c187@email.com,password,masters,-34.071181671190864,151.23200235983973,['Taxation'],"To be a part of an organization where I can fully utilize my skills in programming languages to make a significant contribution to the success of the employer, while at the same time pursuing my individual growth"
c188 first name,c188 last name,c188@email.com,password,PhD,-33.89680413577284,151.36127256830915,"['Mining - Exploration & Geoscience', 'Audit - Internal', 'Sales Representatives/Consultants ', 'Other', 'Agronomy & Farm Services', 'Policy, Planning & Regulation', 'Other']",To work with the most challenging position in an organization that provides ample opportunities for learning and contributing to organizational as well as personal development
c189 first name,c189 last name,c189@email.com,password,tertiary,-33.941411225207325,151.46167454106228,"['Generalists - Law Firm', 'Oil & Gas - Operations', 'Management', 'All Insurance & Superannuation', 'Fleet Management', 'Fishing & Aquaculture', 'Other']",To be an active contributor in an organization to achieve organization vision through utilizing the available opportunity and to grow with the organization growth
c190 first name,c190 last name,c190@email.com,password,masters,-33.721949096545615,150.9481031548876,"['Graphic Design', 'Business Services & Corporate Advisory', 'Other', 'Optical', 'Banking - Business', 'All Real Estate & Property ', 'General Practitioners']",To grow with the company where I can effectively contribute my software skills as professional
c191 first name,c191 last name,c191@email.com,password,tertiary,-33.99866754610971,151.28197136282122,"['Nursing - Theatre & Recovery', 'Gardening & Landscaping', 'Recruitment - Agency', 'Account & Relationship Management', 'Mining - Operations', 'Health, Safety & Environment']","To be a skilled professional who constantly responds to the changing needs of industry, bringing out best out of myself for the better women to find us try in an innovative and challenging environment"
c192 first name,c192 last name,c192@email.com,password,postgraduate,-33.895203217351956,151.41326818643964,"['Tour Guides', 'Programme & Project Management', 'Industrial Engineering', 'Credit', 'Government - Local ', 'Mechanical Engineering', 'Natural Therapies & Alternative Medicine', 'Project Engineering', 'Kitchen & Sandwich Hands']","To work in a firm with a professional work driven environment where I can utilize and apply my knowledge, skills which would enable me as a fresh graduate to grow while fulfilling organizational goals"
c193 first name,c193 last name,c193@email.com,password,PhD,-34.069611496460006,151.32927102701822,"['Pharmacy', 'Technicians ', 'Architecture', 'Nursing - Paediatric & PICU', 'Biological & Biomedical Sciences', 'Developers/Programmers ']","To become a contributing SAP Technical Consultant, in an organization for its success, by applying the best business practices, through innovation solutions and constantly updating my skill"
c194 first name,c194 last name,c194@email.com,password,secondary,-33.82329435577909,151.5300701919996,"['Couriers, Drivers & Postal Services', 'Volunteer Coordination & Support', 'Organisational Development']",To work with an organization that can provide me an innovate and challenge any type of work Environment in which I can fully utilize my capabilities for the growth of the company
c195 first name,c195 last name,c195@email.com,password,secondary,-33.910334217088476,151.10324712222936,"['Oil & Gas - Engineering & Maintenance', 'Family Law', 'Management - Internal']","To be associated with an Organization that provides me an opportunity to utilize my skills, to be able to fulfill my goals and objectives in life which include professional excellence and value addition to my career through dedicated work, creativity, perseverance and teamwork"
c196 first name,c196 last name,c196@email.com,password,PhD,-33.90952443295662,151.45890513311977,['Chemistry & Physics'],"To obtain a creative and challenging position in an organization that gives me an opportunity for self improvement and leadership, while contributing to the symbolic growth of the organization with my technical, innovative and logical skills"
c197 first name,c197 last name,c197@email.com,password,tertiary,-33.78127161075272,151.47820611341444,"['Graphic Design', 'Health, Safety & Environment', 'Gardening & Landscaping', 'Farm Management']","To work in a firm with a professional work driven environment where I can utilize and apply my Knowledge, skills which would enable me as a fresh graduate to grow while fulfilling Organizational goals"
c198 first name,c198 last name,c198@email.com,password,postgraduate,-33.74406222697956,151.2559607607597,"['Industrial Engineering', 'Maintenance & Handyperson Services', 'Mathematics, Statistics & Information Sciences', 'Housekeeping', 'Health, Safety & Environment', 'Police & Corrections', 'Nursing - Aged Care ']","To work in learning and challenging environment, utilizing my skill and knowledge to be the best of my abilities and contribute positively to my personal growth as well as growth of the organization"
c199 first name,c199 last name,c199@email.com,password,secondary,-33.84875440059429,151.17715701333083,"['Pharmacy', 'Analysis & Reporting', 'Foreperson/Supervisors', 'Locksmiths']",To work for an organization which provides me opportunity to imrove my skills and knowledge to growth along with organization objective
c200 first name,c200 last name,c200@email.com,password,secondary,-34.09010561657234,151.36998081414671,"['Field Engineering', 'Architectural Drafting', 'Printing & Publishing Services', 'All Healthcare & Medical ', 'Volunteer Coordination & Support', 'Planning & Scheduling', 'Nursing - General Medical & Surgical', 'Conservation, Parks & Wildlife', 'Management - Store ']","To obtain a challenging and responsible position in company where my knowledge, ability and dedication will be utilized in achieving the organization goals and serve its clients by providing excellent software experience and technical support"
c201 first name,c201 last name,c201@email.com,password,postgraduate,-33.684452232246066,151.14216552008213,"['Law Clerks & Paralegals', 'Field Engineering', 'Recruitment - Agency', 'Army', 'Printing & Publishing Services', 'Floristry', 'Speech Therapy', 'Industrial Engineering', 'Management', 'All Trades & Services ']",To work in a challenging atmosphere by exhibiting my skills with atmost sincerity and dedicated smart work for the growth of your esteemed organization along with mine
c202 first name,c202 last name,c202@email.com,password,tertiary,-34.07711420785552,151.0491653561549,"['Teaching - Vocational', 'Credit', 'Web & Interaction Design', 'Other', 'Pickers & Packers', 'Other']","To Become A Successful Professional In The Field Of Web Developing, With My Talent, Smart Work and Ability To Present Myself With Best Of My Innovative Ideas And Technical Skills"
c203 first name,c203 last name,c203@email.com,password,masters,-33.86357973177949,151.31873848789908,"['Sales - Pre & Post', 'Teaching - Tertiary', 'General Practitioners', 'Medical Specialists', 'Editing & Publishing']",To be an efficient part of reputed organization which provides challenging environment to grow in a meaningful manner and to take on organizing responsibilities leading to professional as well as personal satisfaction
c204 first name,c204 last name,c204@email.com,password,tertiary,-33.95442809148581,151.38249117452582,"['Audit - Internal', 'Airlines', 'All Hospitality & Tourism ', 'Market Research & Analysis', 'Planning & Scheduling', 'Farm Management', 'Oil & Gas - Drilling']",To be a part of an organisation where I can fully utilize my skills and make a significant contribution to growth of organisation and at the same time enhance my experience through continuous learning
c205 first name,c205 last name,c205@email.com,password,tertiary,-34.00419300338737,151.25671456493652,"['Health, Safety & Environment']","To secure a challenging position where I can effectively contribute my skills as software professional, possessing competent Technical skills"
c206 first name,c206 last name,c206@email.com,password,none,-34.02734278958725,151.45437197786998,"['All Human Resources & Recruitment ', 'Environmental, Earth & Geosciences', 'Technical Writing', 'Merchandisers', 'Dieticians', 'Other', 'Gardening & Landscaping', 'Chefs/Cooks ']",To work in dynamic and stable workplace where i can give my best
c207 first name,c207 last name,c207@email.com,password,masters,-33.6980426035386,151.31459256176888,"['Army', 'Psychology, Counselling & Social Work ', 'Technical Writing', 'Other', 'Graphic Design']",To make learning a lifelong process and endeavor to further my family values
c208 first name,c208 last name,c208@email.com,password,PhD,-33.641744605217134,151.13640186002772,"['Nursing - Psych, Forensic & Correctional Health']",To be associated with a progressive institution that gives scope to apply my knowledge and skills and to be part of a team that dynamically works towards the growth of the institution
c209 first name,c209 last name,c209@email.com,password,masters,-33.95923751248596,150.98340508560463,"['Housing & Homelessness Services', 'Nursing - General Medical & Surgical', 'Nursing - Management', 'Planning & Scheduling', 'Merchandisers', 'Receptionists']",To work in creatively challenging environment and to utilize my technical abilities and creative skills towards achieving the goals of the organization and also seek an opportunity for continuous learning
c210 first name,c210 last name,c210@email.com,password,none,-34.0039433430933,151.15815057179412,"['Child Welfare, Youth & Family Services ', 'Direct Marketing & CRM', 'Industrial Engineering', 'Developers/Programmers ', 'Other', 'Contracts Management']","To work in challenging environment, grow and develop along with the company further enhancing my skills"
c211 first name,c211 last name,c211@email.com,password,none,-34.10557464575294,151.30150659872743,"['All Real Estate & Property ', 'Nursing - A&E, Critical Care & ICU']",To work in a professional environment where I can contribute myself and enrich my skills according to the latest technologies and to work towards achieving the organizational goals
c212 first name,c212 last name,c212@email.com,password,none,-33.822728973518906,151.07955425349905,"['Management ', 'All Call Centre & Customer Service ', 'Fitness & Personal Training', 'Banking - Corporate & Institutional', 'Criminal & Civil Law', 'Photography']","To transform myself into a world class technologist, by acquiring an accelerated career with challenging opportunities and merit based growth, in a leading firm that requires the intensity to win, innovativeness, unyielding integrity and loyalty"
c213 first name,c213 last name,c213@email.com,password,none,-34.087343346271226,151.13521172673012,"['Help Desk & IT Support', 'Quality Assurance & Control', 'All Accounting ']","To work in a challenging environment which would help me apply and grow my functional, technical and analytical skills in different areas of business along with adding value to the organization to achieve its objectives and goals"
c214 first name,c214 last name,c214@email.com,password,secondary,-33.868132029993085,151.36734242990374,"['Testing & Quality Assurance', 'Emergency Services', 'Other', 'Analysis & Reporting', 'Stockbroking & Trading', 'Other', 'Internal Communications', 'Aged & Disability Support ', 'Valuation', 'Marketing Assistants/Coordinators']",To associated with your organization in order to learn new things and to become a part of your growth and also to enhance my knowledge as well
c215 first name,c215 last name,c215@email.com,password,postgraduate,-33.63974011878017,151.28479498536274,"['Medical Specialists', 'Tax Law', 'Rail & Maritime Transport', 'Fitness & Personal Training', 'Automotive Engineering', 'Other']","To work in learning and challenging environment, utilizing my skill and knowledge to be the best of my abilities and contribute positively to my personal growth as well as growth of the organization"
c216 first name,c216 last name,c216@email.com,password,postgraduate,-33.92003549804119,151.1323471490347,"['Management', 'All Self Employment', 'Modelling & Simulation', 'Occupational Health & Safety']",To give my software career a solid start by joining eminent and highly professional software company and contribute to the success of the company by outstanding performances and thereby advancing my career
c217 first name,c217 last name,c217@email.com,password,postgraduate,-33.83582888901838,151.49995129592787,"['Teaching Aides & Special Needs', 'Underwriting', 'Other', 'Fishing & Aquaculture', 'Accounts Receivable/Credit Control']",To realize and unleash the full potential of self in order to work for the development and usage of advanced Computer Science and Technology and to strive for excellence in the same
c218 first name,c218 last name,c218@email.com,password,none,-33.8908193894535,151.07508273144435,"['Insurance & Superannuation Law', 'Other', 'Bar & Beverage Staff', 'Front Office & Guest Services', 'All Retail & Consumer Products ', 'Police & Corrections', 'Aerospace Engineering', 'Audit - Internal']",To withstand at very hardest possibility of life where no one can ever step and aspire to learn at every aspect of life with the maximum mind form to succeed in the life
c219 first name,c219 last name,c219@email.com,password,PhD,-33.924868156675394,151.08239153904108,"['Childcare & Outside School Hours Care ', 'Management', 'All Design & Architecture', 'Army', 'Data Entry & Word Processing', 'Management', 'Superannuation', 'Civil/Structural Engineering']","To work in a healthy, innovative and challenging environment extracting the best out of me, which is conducive to learn and grow at professional as well as personal level thereby directing my future endeavors as an asset to the organization"
c220 first name,c220 last name,c220@email.com,password,secondary,-33.70413791125132,151.12907183654534,"['Art Direction', 'Other']",To obtain the dignity of organization and produce desire result by hard work with honest
c221 first name,c221 last name,c221@email.com,password,PhD,-33.66031030395516,151.37696038686806,"['Chefs/Cooks ', 'Nursing - Management', 'Architects', 'Winery & Viticulture', 'Management']",To associate with growth oriented organization
c222 first name,c222 last name,c222@email.com,password,masters,-34.052931400045225,150.99306120421352,['Engineering Drafting'],To be an astute learner and the best performer in the IT industry
c223 first name,c223 last name,c223@email.com,password,none,-33.78531039220576,150.95068858318967,"['All Call Centre & Customer Service ', 'Bar & Beverage Staff', 'Editing & Publishing', 'Nannies & Babysitters', 'Health, Safety & Environment', 'Other', 'Public Relations & Corporate Affairs']",To secure a position in an esteemed company that allows me to give my best ability and knowledge for the development of the company and also gives me an exposure to forthcoming technologies
c224 first name,c224 last name,c224@email.com,password,PhD,-33.95455975686703,151.27520210577907,"['Corporate Finance & Investment Banking', 'All Healthcare & Medical ', 'Fashion & Textile Design', 'Generalists - Law Firm', 'Travel Agents/Consultants', 'All Marketing & Communications ', 'Painters & Sign Writers']","To be involved in an Organization where, I can utilize and learn more skills and creatively involved with system that effectively contributes to the growth of the Organization"
c225 first name,c225 last name,c225@email.com,password,masters,-33.68356264721795,151.1704731298142,"['Analysis & Reporting', 'Surveying', 'Freight/Cargo Forwarding', 'Financial Planning', 'Financial Accounting & Reporting', 'All Construction ', 'Remuneration & Benefits', 'Account & Relationship Management']","To work in a reputed company, where I can share my knowledge and skills for the fulfillment of the task given and to learn aspects in that field and enhance my professional skills"
c226 first name,c226 last name,c226@email.com,password,tertiary,-34.0176906292698,151.22225874206742,"['Insurance & Superannuation Law', 'Nursing - Management', 'Pickers & Packers']",To work for an organization which provides me the opportunity to improve my skills and job satisfaction along with the organization objectives
c227 first name,c227 last name,c227@email.com,password,masters,-33.85088518241139,151.22570200731687,"['Conservation, Parks & Wildlife', 'Help Desk & IT Support']",To withstand at very hardest possibility of life where no one can ever step and aspire to learn at every aspect of life with the maximum mind form to succeed in the life
c228 first name,c228 last name,c228@email.com,password,PhD,-34.09443907344321,151.20076153957936,"['Assembly & Process Work', 'All Self Employment', 'Building Trades', 'Other', 'Warehousing, Storage & Distribution ']",To work in a challenging and dynamic environment and simultaneously contribute to the growth and success of the organization that I represent
c229 first name,c229 last name,c229@email.com,password,PhD,-33.959549102237716,151.1634806378071,"['Management - Vocational', 'PA, EA & Secretarial']",To be a part of an organization where I can fully utilize my skills and make a significant contribution to the success of the organisation and at the same time my individual career growth
c230 first name,c230 last name,c230@email.com,password,none,-33.92158579251937,151.2178621037507,"['Computer Operators', 'Generalists - Law Firm', 'Maintenance', 'Health, Safety & Environment', 'Forensic Accounting & Investigation']","To work with devotion, hard work and enthusiastically in a team to achieve the goal of the organization and also succeed in achieving growth and excellence in my work"
c231 first name,c231 last name,c231@email.com,password,tertiary,-34.03499401633762,151.0707462029827,"['Medical Imaging', 'Aerospace Engineering', 'Construction Law', 'All Real Estate & Property ', 'Office Management', 'Building Services Engineering', 'Printing & Publishing Services', 'Pharmaceuticals & Medical Devices']",To get into IT Company where I could have an option to prove my capabilities as well as grow in the career path
c232 first name,c232 last name,c232@email.com,password,postgraduate,-33.91560895914444,151.3921177765287,['Management - Internal'],To pursue an intellectual and challenging career that synergies conceptual skills with the practical insights required to enhance my talent with smart work and determination to grow as a highly qualified professional
c233 first name,c233 last name,c233@email.com,password,tertiary,-34.1083728787559,151.34043724228317,"['All Self Employment', 'Architects']",To give my best in my professional pursuit
c234 first name,c234 last name,c234@email.com,password,tertiary,-33.83616022285334,151.49716187505598,"['Residents & Registrars', 'Buying', 'Nursing - Aged Care ', 'Housing & Homelessness Services', 'All Mining, Resources & Energy ', 'Management', 'Recruitment - Internal']","To work with an organization where I can continuously learn, thus getting maximum job satisfaction, knowledge and optimum career growth"
c235 first name,c235 last name,c235@email.com,password,postgraduate,-34.07216627115159,151.14796315333345,"['Pharmaceuticals & Medical Devices', 'Couriers, Drivers & Postal Services', 'All Engineering ', 'CEO', 'Customer Service - Customer Facing', 'Legal Practice Management', 'Pattern Makers & Garment Technicians']",To associate with a vibrant organization to fully utilize my knowledge and skills and contribute to overall growth of organization
c236 first name,c236 last name,c236@email.com,password,masters,-33.75885255024244,151.20837625621377,"['Body Corporate & Facilities Management', 'Management', 'Public Transport & Taxi Services', 'Management Accounting & Budgeting']",To work in a challenging and creative environment effectively contribute towards the goals of organization and fulfill my goals to enrich my knowledge and believe myself
c237 first name,c237 last name,c237@email.com,password,secondary,-33.77665237265392,151.5373143028021,"['Agronomy & Farm Services', 'Air Force', 'Chemistry & Physics', 'Teaching - Early Childhood', 'All Legal ', 'Financial Accounting & Reporting', 'Couriers, Drivers & Postal Services']",To be a Successful Web Developer in respected company and to achieve and the objectives of the company with honesty and fairness and to continuously upgrade my knowledge and skills
c238 first name,c238 last name,c238@email.com,password,secondary,-33.81706632503401,151.14085536649145,"['Architecture', 'All Government & Defence ', 'Pattern Makers & Garment Technicians']",To work for an organization which provides me the opportunity to improve my skills and knowledge to growth along with the organization objective
c239 first name,c239 last name,c239@email.com,password,masters,-33.60609022437183,151.15473377172125,"['Account & Relationship Management', 'Plumbers', 'Volunteer Coordination & Support', 'Business/Systems Analysts', 'Marketing Assistants/Coordinators']",To secure a position where I can efficiently contribute my skills and abilities to the growth of the organization and build my professional career
c240 first name,c240 last name,c240@email.com,password,none,-33.75617236919813,151.3340770690962,"['Customer Service - Call Centre', 'Hair & Beauty Services ', 'Tutoring', 'Assistant Accountants', 'Residential Leasing & Property Management', 'Management - Internal', 'Farm Labour']","To seek a position in a well established Organization that offers room for professional growth, as this provides me ample opportunities to exhibit my skills and competencies in the chosen field"
c241 first name,c241 last name,c241@email.com,password,none,-33.64303778126777,151.24080822155767,"['All Real Estate & Property ', 'Rail & Maritime Transport', 'Management - Agency']",To improve and utilize my programming skills by working in a classroom environment
c242 first name,c242 last name,c242@email.com,password,none,-33.7746761268724,151.50592442224524,['Banking - Corporate & Institutional'],"To strive for Excellence in the field with dedication, focus, proactive approach, positive attitude and to utilize my knowledge and skills in the best possible way for the fulfillment of organizational goals"
c243 first name,c243 last name,c243@email.com,password,postgraduate,-33.77436211619557,151.0456037054005,"['Emergency Services', 'Electricians ', 'Power Generation & Distribution', 'Public Relations & Corporate Affairs', 'Management - Vocational', 'Promotions', 'All Banking & Financial Services ', 'Analysts']",To make personal development by accepting challenges to attain a position to utilize my skills and abilities to the fullest and to work in an aura of healthy professional growth
c244 first name,c244 last name,c244@email.com,password,secondary,-33.83253363622809,151.40301918129452,"['Other', 'Management', 'Assistant Accountants', 'Oil & Gas - Operations', 'Receptionists', 'Merchandisers', 'Other', 'Materials Sciences']",To work in an organization that would enhance my skills and utilize my knowledge in challenging environment to the growth of organization
c245 first name,c245 last name,c245@email.com,password,none,-33.83671307196623,151.17237913951377,"['Welders & Boilermakers ', 'Account & Relationship Management', 'Physiotherapy, OT & Rehabilitation ']","To be involved in an Organization where, I can utilize and learn more skills and creatively involved with system that effectively contributes to the growth of the Organization"
c246 first name,c246 last name,c246@email.com,password,PhD,-33.833420377790155,151.4069542133519,"['All Administration & Office Support ', 'All Sport & Recreation', 'Freight/Cargo Forwarding', 'Other', 'Coaching & Instruction', 'Fitters, Turners & Machinists', 'Graphic Design', 'All Information & Communication Technology ', 'Remuneration & Benefits']","To work in a result oriented, dynamic environment, providing ample opportunities for value addition to the organization and providing challenges, opportunities for sustained personal"
c247 first name,c247 last name,c247@email.com,password,PhD,-33.81484035787713,151.10816671880136,"['Inventory & Fixed Assets', 'Project Management']",To be placed at a responsible position in a company where I can utilize my skills and knowledge for the attainment of its goals and prove myself as a valuable asset to it
c248 first name,c248 last name,c248@email.com,password,secondary,-33.9848115094655,150.97685574323614,"['Marketing Communications', 'Body Corporate & Facilities Management', 'Conservation, Parks & Wildlife', 'All Community Services & Development ', 'Quality Assurance & Control', 'Account & Relationship Management', 'Civil/Structural Engineering', 'Accounts Officers/Clerks']","To work in the organization, where I can utilize and apply my knowledge and skills"
c249 first name,c249 last name,c249@email.com,password,postgraduate,-33.87373136439299,151.10382710459183,"['Oil & Gas - Exploration & Geoscience', 'Labourers ', 'Intellectual Property Law', 'Inventory & Fixed Assets', 'Policy, Planning & Regulation']","To secure a responsible career opportunity as a software developer to fully utilize my training and skills, while making a significant contribution to the success of the company"
c250 first name,c250 last name,c250@email.com,password,none,-33.80430745758484,151.2605583192583,"['Management', 'Clinical/Medical Research', 'All Design & Architecture', 'Recruitment - Internal', 'Quality Assurance & Control']",To Obtain a Challenging Position that will allow me to expand upon my education and continue to accumulate knowledge for Development of Organization
c251 first name,c251 last name,c251@email.com,password,tertiary,-33.7613677318695,151.51088410728704,"['All Mining, Resources & Energy ', 'Maintenance & Handyperson Services', 'General Practitioners', 'Coaching & Instruction']",To follow a challenging career and be a part of progressive organization that gives a scope to enhance my knowledge and utilizing my skills towards the growth of the organization
c252 first name,c252 last name,c252@email.com,password,none,-33.720344700316694,151.36169529939545,"['Company Secretaries', 'Promotions', 'All Retail & Consumer Products ']","To learn and master new things in the field of computer and information technology, seek challenging projects and responsibilities and be a good performer in an environment of excellence with a focus on career advancement"
c253 first name,c253 last name,c253@email.com,password,PhD,-33.861837324996415,151.39598451935132,"['All Sport & Recreation', 'Nursing - Theatre & Recovery']",To work in a professional atmosphere that enables to cope up with the emerging as well as the latest technologies which widens my knowledge
c254 first name,c254 last name,c254@email.com,password,secondary,-33.68177576503368,151.15811816311756,"['Other', 'Environmental Engineering', 'Navy', 'Residents & Registrars', 'Retail & Property Development', 'All Healthcare & Medical ', 'Merchandisers', 'Networks & Systems Administration', 'Carpentry & Cabinet Making ', 'Assistant Accountants']",To secure a challenging career and lead a responsible role in your esteemed company and serve the organization with commitment and sincerity
c255 first name,c255 last name,c255@email.com,password,secondary,-33.85684223039106,151.55237407455493,['Settlements'],To work in a dynamic role in the field of ETL and Business Intelligence that encourages continuous learning and growth and helps me enhance my analytical abilities and professional growth
c256 first name,c256 last name,c256@email.com,password,masters,-33.705697658301084,151.04143958301108,"['Accounts Officers/Clerks', 'Analysts', 'Illustration & Animation', 'Fleet Management', 'Government - State ']","To work on a challenging job profile which provides an opportunity to enhance my technical skills and knowledge, this could provide me an insight into new aspects so that it would be helpful for my career"
c257 first name,c257 last name,c257@email.com,password,masters,-33.88690830151205,151.48943602936856,"['Fashion & Textile Design', 'Employment Services', 'Client & Sales Administration', 'Freight/Cargo Forwarding', 'Data Entry & Word Processing', 'Fitness & Personal Training', 'Sales - Pre & Post']","To work in an organization where I can enhance my knowledge, enhance my skills properly and find a good working environment where I would love to work"
c258 first name,c258 last name,c258@email.com,password,masters,-34.08746318864028,151.39522179970191,"['Bakers & Pastry Chefs', 'Student Services', 'Environmental, Earth & Geosciences', 'All Sales ', 'All Call Centre & Customer Service ']",To work for an organization which provides me the opportunity to improve my skills and knowledge to growth along with the organization objective
c259 first name,c259 last name,c259@email.com,password,none,-33.80168074918828,151.29451729171225,['Automotive Engineering'],To contribute to the organizations growth by being a team member and to devote my management and technical skills for attaining the organizational goals and maximizing personal learning
c260 first name,c260 last name,c260@email.com,password,secondary,-34.08772975947768,151.39677672006243,['Fashion & Textile Design'],"To achieve a challenging scenario where my abilities are put to test and my work has recognition and where my analytical, problem solving skills and application skills can be utilized to benefit the organization as well as to increase and enhance my knowledge"
c261 first name,c261 last name,c261@email.com,password,PhD,-33.81420297173059,151.1377583562951,"['Programming & Production', 'Health, Safety & Environment', 'Fashion & Textile Design', 'Biotechnology & Genetics', 'Natural Resources & Water', 'Front Office & Guest Services', 'Sales Coordinators', 'Interior Design', 'All Marketing & Communications ']","To make my career as a Software Engineer in a reputed industry, being a Software Engineer, would like to enhance my knowledge and grow along with the organization"
c262 first name,c262 last name,c262@email.com,password,none,-34.007789830454335,151.34968084735104,"['Surveying', 'Production, Planning & Scheduling', 'Other', 'Help Desk & IT Support', 'Modelling & Simulation', 'Art Direction']","To pursue a challenging education in Data Science and to thoroughly understand concepts of Computer Science, take up research in that area and contribute to the best of my abilities to the technological revolution"
